episode_reward_max,episode_reward_min,episode_reward_mean,episode_len_mean,episodes_this_iter,num_healthy_workers,timesteps_total,timesteps_this_iter,agent_timesteps_total,done,episodes_total,training_iteration,trial_id,experiment_id,date,timestamp,time_this_iter_s,time_total_s,pid,hostname,node_ip,time_since_restore,timesteps_since_restore,iterations_since_restore,hist_stats/episode_reward,hist_stats/episode_lengths,timers/load_time_ms,timers/load_throughput,timers/learn_time_ms,timers/learn_throughput,timers/update_time_ms,info/num_steps_sampled,info/num_agent_steps_sampled,info/num_steps_trained,info/num_agent_steps_trained,info/last_target_update_ts,info/num_target_updates,perf/cpu_util_percent,perf/ram_util_percent,info/learner/default_policy/td_error,info/learner/default_policy/mean_td_error,info/learner/default_policy/learner_stats/allreduce_latency,info/learner/default_policy/learner_stats/actor_loss,info/learner/default_policy/learner_stats/critic_loss,info/learner/default_policy/learner_stats/alpha_loss,info/learner/default_policy/learner_stats/alpha_value,info/learner/default_policy/learner_stats/log_alpha_value,info/learner/default_policy/learner_stats/target_entropy,info/learner/default_policy/learner_stats/policy_t,info/learner/default_policy/learner_stats/mean_q,info/learner/default_policy/learner_stats/max_q,info/learner/default_policy/learner_stats/min_q
nan,nan,nan,nan,0,7,1505,0,1505,False,0,1,a301a_00000,4ce32794bcdf445b8035f31f14097d26,2024-07-04_21-02-12,1720123332,273.9540786743164,273.9540786743164,2177236,vm-he-a100-01.doc.ic.ac.uk,146.169.1.59,273.9540786743164,0,1,[],[],0.174,1470879.211,31.099,8231.691,2.28,1505,1505,256,256,1505,1,14.994884910485933,10.614833759590791,"[2.53632689e+00 2.66657782e+00 6.66161239e-01 1.91622696e+01
 2.19183388e+01 3.28544235e+00 2.53632689e+00 1.94132919e+01
 7.91784477e+00 2.41812086e+00 4.64163818e+01 1.22853222e+01
 4.32860031e+01 1.21652756e+01 1.21698608e+01 2.91624832e+01
 3.35378342e+01 1.87892685e+01 5.26627579e+01 2.91728592e+00
 4.08001709e+01 2.17889214e+01 3.27906647e+01 1.41701012e+01
 1.79229653e+00 2.44133797e+01 1.09148769e+01 6.32327437e-01
 7.90648746e+00 2.19183388e+01 1.84187698e+01 2.79120407e+01
 9.19452727e-01 9.54459763e+00 7.19197693e+01 1.29168344e+00
 3.35452080e+01 2.44131870e+01 1.10422001e+01 1.08168328e+00
 8.28931999e+00 2.25437279e+01 3.31659050e+01 5.14188995e+01
 6.15908241e+00 3.65463409e+01 5.28723049e+00 1.66639447e+00
 1.52902012e+01 2.47887249e+01 4.08001709e+01 5.66281891e+00
 5.87125540e-01 2.42861042e+01 5.50497818e+01 5.72956314e+01
 1.87896004e+01 1.52866344e+01 2.67889481e+01 5.72956314e+01
 5.14911115e-01 1.58016548e+01 3.79448938e+00 2.60418034e+01
 1.39124317e+01 3.90425339e+01 1.41701012e+01 2.34162064e+01
 5.28723049e+00 1.53828931e+00 1.82905769e+01 3.10396194e+01
 2.04147358e+01 2.26691570e+01 2.35440655e+01 4.60116565e-02
 4.32860031e+01 1.08773220e+00 1.08267617e+00 5.26627579e+01
 5.14231834e+01 9.29058838e+00 1.95407600e+01 7.91410637e+00
 1.04142103e+01 4.78872919e+00 6.66886425e+00 6.42730141e+00
 1.91286933e+00 1.08267617e+00 9.99150391e+01 7.92045498e+00
 2.22878571e+01 2.05497116e-01 9.41614914e+00 3.29066014e+00
 1.16592245e+01 1.70403118e+01 1.53962469e+00 1.44165173e+01
 3.15444489e+01 2.94180641e+01 3.20390129e+01 1.26637688e+01
 1.34204063e+01 2.12328166e-01 3.70369339e+01 3.56640854e+01
 3.99141998e+01 1.09537178e+02 1.41631575e+01 4.82872505e+01
 1.52915344e+01 9.61731017e-01 2.29149437e+01 3.53593731e+00
 3.70401230e+01 2.95387993e+01 2.49076424e+01 4.26671371e+01
 7.66765118e+00 2.12868919e+01 6.66161239e-01 2.51676483e+01
 1.77909737e+01 3.00396156e+01 9.42333794e+00 5.42834699e-01
 4.17073131e-01 1.86686020e+01 4.84165573e+01 3.24165688e+01
 4.66018438e+00 3.54149318e+00 5.40697193e+00 7.53802824e+00
 2.86629181e+01 1.71615410e+01 2.64146652e+01 1.84151192e+01
 3.02869549e+01 2.51676483e+01 3.06627254e+01 1.49188919e+01
 4.37880363e+01 7.79314518e+00 3.11670876e+01 7.66667252e+01
 1.49080429e+01 2.57913246e+01 7.88220525e-01 2.80337524e+01
 5.14911115e-01 1.42885361e+01 8.05410309e+01 9.91792774e+00
 2.52867928e+01 3.25294495e+01 5.39743721e-01 1.89114113e+01
 1.95407600e+01 3.65463409e+01 2.25413132e+01 1.76700897e+01
 4.57946281e+01 2.39218750e+01 2.89190063e+01 1.24181576e+01
 6.54595184e+00 1.75413475e+01 8.01275223e-02 5.41538656e-01
 2.41658401e+00 4.24167404e+01 2.29149437e+01 2.97944489e+01
 2.17964115e+01 6.91903114e+00 1.54444909e+00 2.15405464e+01
 5.14231834e+01 5.14911115e-01 2.81642036e+01 4.19150543e+01
 1.89114113e+01 1.92935944e+01 1.97896748e+01 5.42748570e-01
 3.26574707e+01 5.54044676e+00 9.66297340e+00 1.68948978e-01
 1.21672688e+01 2.01656456e+01 8.58008564e-02 1.04140472e+01
 2.50397377e+01 4.82921791e+01 9.67843628e+00 7.91392088e+00
 3.91885233e+00 1.95382309e+01 9.28653908e+00 2.52888794e+01
 7.91774845e+00 1.54175749e+01 2.26652756e+01 6.62952499e+01
 4.14189072e+01 1.10627527e+01 1.97869987e+01 9.54459763e+00
 1.44110804e+01 2.29088163e+00 3.21653328e+01 2.51726570e+01
 3.26639252e+01 5.82276821e-01 2.74152222e+01 3.41636887e+01
 3.27966156e+01 1.17254496e+00 1.02890778e+01 1.97898102e+01
 7.29083872e+00 3.61633263e+01 1.04132261e+01 2.00386868e+01
 2.57959118e+01 1.32896624e+01 2.24177589e+01 2.16621056e+01
 1.08680916e+00 7.41564178e+00 5.40778637e+00 4.11680832e+01
 5.39164810e+01 1.04140472e+01 4.09135513e+01 8.29279327e+00
 2.15448685e+01 6.39193954e+01 2.65376511e+01 8.79304123e+00
 2.16616225e+00 8.54093933e+00 5.50497818e+01 1.92892570e+01
 2.57959118e+01 4.72930450e+01 2.84655243e-01 1.76654434e+01
 3.87903824e+01 5.35435867e+01 4.35502663e+01 1.82905769e+01]",20.773569107055664,0.0,-1.0999008417129517,20.288583755493164,0.0,[1.],[-0.0003],[1.07664],0.3333333134651184,0.0012854930246248841,0.018996773287653923,-0.020894186571240425
-6117.030952380952,-8173.355952380953,-7291.728231292517,301.0,7,7,2506,0,2506,False,7,2,a301a_00000,4ce32794bcdf445b8035f31f14097d26,2024-07-04_21-05-43,1720123543,211.59213185310364,485.54621052742004,2177236,vm-he-a100-01.doc.ic.ac.uk,146.169.1.59,485.54621052742004,0,2,"[-8173.355952380953, -7609.847619047619, -7243.0011904761905, -6117.030952380952, -8060.101190476191, -6785.866666666667, -7052.894047619047]","[301, 301, 301, 301, 301, 301, 301]",0.176,1452572.814,24.62,10398.067,2.098,2506,2506,36864,36864,2506,144,14.722185430463577,11.532450331125828,"[ 2.7440186   6.107383    2.148553    6.9571905   2.5330439  11.047967
  0.96517944 21.104553   19.677948    2.9612179  11.978922   15.5724125
 10.880085   17.97905     1.1747732   2.8533812  14.003759   12.377842
 47.27521    99.03664     9.368232    6.4756536  12.862616    3.4728289
 14.687509   10.29941     3.4394207  28.548075   14.855835    4.031293
  4.247141    5.2705956   0.55379486  1.9411354  15.310135    4.9813404
 29.802376   11.753934    5.152361    0.90020275  7.1950817   7.3860693
  3.8635054  36.376286   13.563863   21.960608   13.036551   24.38806
 25.152143   15.224434   16.867123    5.900852    4.085809    9.515872
  1.4066845   3.7883716   4.9281945  11.750387    9.797884   28.378536
 12.714786    1.7691755  22.458284   10.568608   20.487349    1.4393959
 14.025111   16.521633   21.267921   10.208923    6.651912    3.6790476
  0.5532503  11.649855   14.634714   40.822643    5.798665    0.7436962
  8.0795145   7.515274    5.5892057  16.090944   20.800903   14.003759
  1.0799441   2.5205765  14.166967   24.132156   23.721298   11.543763
 14.311225   18.07473    16.733206   14.077839    6.561747   15.978962
 11.308282   51.715492   16.43435     2.7164583   2.965125   10.303568
 22.62482    13.527483   20.91135    10.866003   16.417305   19.71501
 19.217789    5.0664377  18.211145   15.934386   20.981373    5.7958927
  5.6120815   0.11113262  8.060196    0.41339684 15.992209    0.9856529
  1.5392551   5.739252   44.3039      0.90020275 30.836922   25.44206
  0.37373924 11.251984    6.0963726   5.21184    11.307718   16.625896
  2.6702642   4.916404   15.7206135  12.963802   11.85905     2.8271651
 36.8717     27.374256   18.87996     4.3474894  14.702096    2.7969074
  3.173338    7.8184934  24.710754    4.4715676  29.297958    5.6641016
  7.027916   12.504095    0.42976475 15.041022    1.2559757   3.5431576
  0.8164544  14.892789   14.425291    6.561747    0.6822834   6.1104603
 18.060558   10.550267   10.704612    8.989582    5.4821844   4.9667935
 10.358757    7.5576153   4.5662804  30.44944    12.963802    7.9262633
  5.7509365   7.1267157   2.116269    8.065933    2.4249496  17.43516
  2.3955126  33.628822   42.32613     2.0192919   2.9202495  13.153708
  4.697345   13.2751875  16.381664    1.972031   10.994367    0.95778465
  3.8376217   6.2522116   1.9216146  59.229813    5.1994476  31.283642
  1.2037573  21.979744   10.56754    22.123497    8.907265   19.13891
 12.062057   30.44944    33.687233    3.5048447   5.939186    0.60554695
  1.5326118   5.6431627  59.229813   10.1805105   7.3625164  16.406437
  6.3763094   8.280998   47.27521    14.076425    7.9395967   9.125515
  9.201015    4.997809   10.744804    4.265314    5.117486   19.30194
  3.435295   26.554043    2.0901642   3.435295    1.5861092   0.93790245
 23.868216    7.7546167   9.42294     6.9057555   3.5301762  21.046562
  2.7440186   4.247141    2.0759296   2.5234365  25.461716    0.6958046
 14.611812   10.704612    8.816536    3.6113281   4.761995   17.129175
 20.95005     0.17228508 16.625896   31.02153   ]",12.205619812011719,0.0,21.522159576416016,11.720954895019531,-0.0021763623226433992,[1.0067186],[0.00721925],[1.07664],0.3333333432674408,-23.102798461914062,-1.6470060348510742,-50.777442932128906
-6117.030952380952,-8173.355952380953,-7291.728231292517,301.0,0,7,3507,0,3507,False,7,3,a301a_00000,4ce32794bcdf445b8035f31f14097d26,2024-07-04_21-08-49,1720123729,185.41919016838074,670.9654006958008,2177236,vm-he-a100-01.doc.ic.ac.uk,146.169.1.59,670.9654006958008,0,3,"[-8173.355952380953, -7609.847619047619, -7243.0011904761905, -6117.030952380952, -8060.101190476191, -6785.866666666667, -7052.894047619047]","[301, 301, 301, 301, 301, 301, 301]",0.179,1430320.799,24.859,10298.17,2.033,3507,3507,73472,73472,3507,287,14.72301886792453,11.416226415094343,"[  7.2396107    4.6712666    3.2791471   26.867489    14.433388
  13.145772     4.7446833   27.396994     5.825835     2.9332676
  20.424637     5.274354     5.1649513    3.6833076    6.620552
   8.2058735   14.63456      9.615639     3.957199     0.66846085
   6.908325    10.230317     5.9175816    6.4861403    8.522871
   9.760582    11.922039     8.468998    14.413069     5.1052456
  13.836605     9.338745     7.645567     5.2519255    2.207384
  46.185802     0.41116142   3.5933352    6.8216887   17.847343
  15.231817    11.397621   278.13403      0.96934605   9.914969
  30.628117     1.0698748    1.9952393   10.554695    11.158504
   1.4322271    1.6994781   16.788816     9.230135     0.3556671
   4.539029     8.84761     26.202559     2.2115726    6.4193983
   9.886404     5.296562     4.3818245   11.313961     8.531046
  14.516888    10.066484     6.2779655   25.734781     0.93606186
  10.552871    14.450645     5.4160743    1.4019079    4.163417
   7.8465004   22.22024      8.259771     4.610977    14.574482
   0.65997314   1.2930336   12.286402    24.663311     4.0641174
   3.0216656    4.833885     9.832304    15.370598    19.617218
   1.4019079    2.9294176    8.130949    13.680067     2.9508286
   5.16671      5.888735     5.4160743   11.952276    21.570576
   3.2791471    2.9720688    4.6591015    6.986847     2.630588
 168.20184     14.073353     1.7552032   11.331607    11.079808
   5.486146    22.671108     2.355054     9.912055    15.248873
   9.953009     6.979738     2.010522     6.9962997    4.6608934
   9.063671     2.5116358    8.150555    18.928036    38.357933
  18.506538     7.838587    18.206139     8.506334    13.37605
  14.608927     8.22535      2.6085472   12.411651     2.786415
   4.605131    21.044472     1.6006622    7.648999    13.670477
  15.171651     6.541272    16.436558     4.5794525    6.0796003
  10.365629    13.373587    12.177513     9.887808    22.27186
  31.078325    24.28484     18.684855     5.9676266   13.144369
   1.9503422    7.5061073   13.167245     5.8644724    1.0135841
   9.000771     6.235979     4.942623     2.7180567    7.3505545
   7.7382708   46.185802     7.041239     7.845606     6.3999367
   2.9748726    5.98273     13.74019      7.250993     6.7941647
   4.7991476   12.705214     7.8263435   11.320181     8.158527
  18.836315     8.259771    11.809926    20.197815     3.511135
  13.687645     5.2217474   11.549458   278.13403      3.5523129
   9.914969    16.724045     3.059246     8.090956     5.25366
   2.0240307   14.410159     1.1265497    0.31035995   9.30599
  11.198181    25.279701     4.187649    19.953033     6.8740273
   1.0135841   10.608472    13.775925     0.66778755   5.1686954
   5.087858     4.402519     6.9962997   12.565969    21.700495
  13.74019      9.899671     9.733479     9.756145     1.3006611
  10.7039       5.2217474   15.186764     2.277299     6.322714
   4.892558     7.9760027    0.44246006  11.347111    14.507475
  10.200439     5.1451244    1.165019     4.980999     5.4468346
   4.506727    12.525198    39.3647       6.937744    13.194048
  10.063068    17.372787    16.527853     6.118573     4.3568926
   0.6995182    0.96062756  22.069248    10.349204     4.59303
   1.7954597    6.971178     0.6785593    2.7598267   13.784046
   1.9586172 ]",12.181102752685547,0.0,27.133108139038086,11.689375877380371,-0.059914879500865936,[1.0875537],[0.08447253],[1.07664],0.3333333432674408,-32.206298828125,-12.165576934814453,-108.9753646850586
-4499.5,-8173.355952380953,-6260.756972789116,301.0,7,7,4508,0,4508,False,14,4,a301a_00000,4ce32794bcdf445b8035f31f14097d26,2024-07-04_21-12-24,1720123944,215.53954362869263,886.5049443244934,2177236,vm-he-a100-01.doc.ic.ac.uk,146.169.1.59,886.5049443244934,0,4,"[-8173.355952380953, -7609.847619047619, -7243.0011904761905, -6117.030952380952, -8060.101190476191, -6785.866666666667, -7052.894047619047, -4499.5, -4527.375, -4910.5, -4746.75, -4939.0, -6359.25, -6626.125]","[301, 301, 301, 301, 301, 301, 301, 301, 301, 301, 301, 301, 301, 301]",0.176,1457502.137,24.651,10384.993,2.05,4508,4508,110080,110080,4508,430,14.61400651465798,11.701628664495113,"[  2.5509715    1.1910753   12.117501     3.9405422    0.6810398
   4.470211     2.6484509   14.036192    12.996616    22.84631
   6.286421     5.7057858   20.378904     3.5810146    1.8945837
   0.69437313  14.259712     1.703682     1.5539169   12.132506
   2.157364     6.7095737    3.013341    13.636278    10.430925
   5.390503     4.5170193   12.116287     0.675766     1.7037935
  24.563652     2.6052027    9.565844    11.300278     0.9864712
   4.1534977    2.072237     1.0366211   31.000278    24.534513
  14.772093     9.951199     3.511116     0.4472065    1.3929901
   3.7315083   14.21731      2.3170948    7.938305    16.054398
  18.658918     5.5123463    6.342849    17.56723      7.210102
   3.592763     5.9591446   13.251493     7.286298    13.965896
   6.9279137    6.7095737    2.9105625    5.0710964    0.34912872
   9.018009     0.44960594   9.63472      1.4180698   11.342155
   1.5892782   10.9088335    3.4739494    0.54149437   0.6380701
   4.8547983   10.672123    15.766489     8.902884     1.1226406
   1.3849611    2.4896393    3.7914996    2.8185968    4.0312204
   7.4582024    8.020665     2.519144     1.8595657   11.08086
   2.8918934    0.9725151    4.487587     5.8104057   81.407455
  11.111521     1.3910923    9.204857    24.408024     8.220629
   1.6714058    9.8030815    5.8339825    9.317061     1.9578867
   3.9878807    7.780836     6.704115    19.385406    11.145985
   8.359108    11.572369     5.542734     0.9847746    2.0995235
   0.23743439   4.436715    20.66505      9.099697     9.5744915
   5.919018     0.5864048    7.3989077    8.3957405    3.4214315
   6.5240498    1.292736    11.5672035  192.9122       8.646374
   4.012083     3.4268036    2.100254    12.179886     8.599672
   2.2877007    1.080493     8.07651      0.71808624   3.319765
   1.7358093   10.106886    11.565935     1.7358093    6.3820763
   8.974958     2.2976875    1.3654165   17.636759     3.6915417
   6.1736565    7.6192913    6.5237207   16.34871      6.7242384
   9.686687     6.0695505    4.490288     7.097787     3.63842
  13.719982    28.491123     6.1482487    5.661483     9.579425
   9.565844    29.261925     9.316334    12.327013     2.9336033
   7.693592    15.156059    16.27422      0.32987976  19.411388
  20.369263     7.2154446   14.929222     7.8294163    5.378395
  24.717306     3.3047504    3.6443062   42.685753    18.074461
   0.83432484  26.43298      3.7014465    7.2000923    6.2478046
  17.831736    10.069927     2.4817638    6.9274025    5.7458525
  17.835854     0.68120766   2.8432827    5.13463      2.7972164
  12.337535    10.614819     0.74999046   6.6911497    8.842795
   3.494193     3.899931     2.3982353   18.568043     6.1859646
   1.852747     1.292736    63.895348     1.1225147    5.428053
   7.747445     0.6936836    1.7990761   17.142473     9.190247
   9.798833    90.97002      9.168781     8.53978     10.478016
   2.4573398    8.646374    11.668114     4.570483     2.120944
   4.551717     1.4633036   10.94527      8.841797     3.6182747
   8.496435    12.888644     4.871557     7.4529495    2.7823124
 206.717        5.3765736   11.702423    14.621044     3.4791403
   6.9876575    9.225616     9.22995     13.384163     6.355711
  12.960333    24.65459     10.111052     5.0566034    2.8672638
   6.036646  ]",10.115229606628418,0.0,30.18893814086914,9.633289337158203,-0.12106959521770477,[1.1648355],[0.1529943],[1.07664],0.3333333432674408,-37.43791961669922,-8.587841033935547,-110.97337341308594
-4499.5,-8173.355952380953,-6260.756972789116,301.0,0,7,5509,0,5509,False,14,5,a301a_00000,4ce32794bcdf445b8035f31f14097d26,2024-07-04_21-15-38,1720124138,193.4993119239807,1080.0042562484741,2177236,vm-he-a100-01.doc.ic.ac.uk,146.169.1.59,1080.0042562484741,0,5,"[-8173.355952380953, -7609.847619047619, -7243.0011904761905, -6117.030952380952, -8060.101190476191, -6785.866666666667, -7052.894047619047, -4499.5, -4527.375, -4910.5, -4746.75, -4939.0, -6359.25, -6626.125]","[301, 301, 301, 301, 301, 301, 301, 301, 301, 301, 301, 301, 301, 301]",0.174,1473301.076,25.282,10125.714,2.108,5509,5509,146688,146688,5509,573,14.853429602888085,11.621299638989168,"[2.66183434e+01 6.40579796e+00 5.11398125e+00 4.50177193e+00
 1.78223801e+00 5.44693947e+00 2.37761402e+00 1.39233017e+00
 2.12636948e+00 6.64184761e+00 3.08749580e+01 5.63737106e+00
 2.32862568e+00 3.67416668e+00 9.80918884e-01 6.44980240e+00
 3.91378593e+00 1.12094564e+01 8.50368881e+00 1.72759056e+01
 2.36303520e+00 8.05244446e-01 1.28596573e+01 1.02052517e+01
 8.53530884e+00 1.02550125e+01 1.25546074e+00 1.91768131e+01
 1.00721092e+01 1.29851112e+01 9.90734673e+00 1.59817944e+01
 9.08946228e+00 5.44549561e+00 5.04111290e-01 5.66775131e+00
 1.65654755e+00 5.86046314e+00 2.45375061e+00 5.17584419e+00
 1.16065693e+01 1.27261848e+01 5.09819031e-01 5.54619980e+00
 1.42408838e+01 1.66770267e+01 1.87154865e+00 6.38768387e+00
 1.54942131e+00 3.89534950e+00 9.57174492e+00 2.60139160e+01
 1.12070465e+01 1.09455605e+01 4.25103664e+00 3.62608910e-01
 3.23771191e+00 3.95159149e+00 1.47537937e+01 3.13786736e+01
 3.60474396e+00 1.00221405e+01 5.35482407e+00 8.18260574e+00
 1.11137791e+01 5.92943001e+00 1.60294571e+01 7.41791153e+00
 5.43922729e+01 3.42838478e+00 7.25268364e+00 8.78547668e+00
 5.34894943e+00 9.76897621e+00 4.63766956e+00 9.28947544e+00
 9.16833878e+00 3.26344681e+00 7.07871437e+00 5.44845104e+00
 8.17622566e+00 5.01280594e+00 4.94162178e+00 5.12102699e+00
 7.69818497e+00 2.64307175e+01 2.96429062e+00 8.64168358e+00
 5.77283669e+00 1.20052910e+01 2.82621384e+00 4.71784019e+00
 7.62281990e+00 8.27280426e+00 2.04901276e+01 8.03153324e+00
 1.79599953e+00 5.79712486e+00 1.51127644e+01 6.66015625e+00
 4.63803482e+00 2.24662781e+00 1.54005814e+00 3.58913460e+01
 8.42576981e-01 1.74686718e+01 9.93896484e-01 9.38043976e+00
 1.06862946e+01 1.67677879e+00 7.58371925e+00 1.36146774e+01
 7.27660370e+00 9.73304939e+00 6.32797432e+00 2.13020592e+01
 1.87344933e+00 3.57335968e+01 3.60474396e+00 1.51337433e+00
 1.58364334e+01 5.82435608e+00 1.70660248e+01 1.41495571e+01
 7.10977936e+00 3.60042763e+00 1.46349974e+01 5.08587074e+00
 4.40339184e+00 2.23555183e+00 1.02169037e+01 4.58268452e+00
 2.17301006e+01 1.51459293e+01 7.10135174e+00 1.25510788e+00
 7.45246887e-01 1.59263649e+01 4.51716805e+00 1.03451176e+01
 5.02285004e+00 1.40818691e+01 1.63226452e+01 9.60546684e+00
 2.48242569e+00 7.81448364e+00 3.25360107e+00 8.59162521e+00
 4.93481064e+00 1.64836693e+01 7.15905952e+00 3.85589600e-01
 5.94753456e+00 8.28828812e+00 5.54619980e+00 8.96106720e-01
 6.13986111e+00 1.81480217e+00 1.45562096e+01 1.76991386e+01
 3.45179749e+00 1.38222637e+01 4.88213730e+00 3.05689621e+00
 5.11404991e+00 9.99801064e+00 4.35780334e+00 8.96064949e+00
 3.00024414e+00 3.65441895e+00 2.49326035e+02 1.72423286e+01
 2.07445450e+01 4.11926365e+00 1.07563210e+00 1.15021954e+01
 4.68307686e+00 9.87149715e+00 9.85255814e+00 5.79796600e+00
 1.66331757e+02 3.53600883e+00 1.56741276e+01 1.56120167e+01
 5.35333347e+00 1.05040970e+01 6.91756821e+00 1.35172615e+01
 1.02519245e+01 3.88945389e+00 1.06090965e+01 7.13229370e+00
 1.00191193e+01 2.47905731e-01 5.28742599e+00 6.06788540e+00
 2.05496521e+01 3.84908104e+00 5.20896339e+00 9.68972015e+00
 7.77607155e+00 6.95844650e+00 2.21566143e+01 1.42733097e+01
 1.21347961e+01 2.10172443e+01 1.38971977e+01 2.54399681e+00
 5.09791374e+00 6.92992973e+00 2.72959137e+00 6.62088490e+00
 1.88776817e+01 4.18468094e+00 1.27344284e+01 9.63182640e+00
 2.82737503e+01 1.58364334e+01 2.11328697e+00 4.83501244e+00
 1.13502064e+01 1.08082199e+00 2.71089355e+02 2.15009785e+00
 8.64795685e+00 1.13864059e+01 6.84457588e+00 8.47763443e+00
 1.61707001e+01 7.26551437e+00 2.51593781e+00 4.64090157e+00
 4.47475243e+00 7.02104568e+00 8.27248383e+00 6.64019775e+00
 2.18689728e+00 2.25297070e+00 5.75198078e+00 8.64168358e+00
 4.24630928e+00 2.41590500e-01 1.05434246e+01 2.15498905e+01
 1.22097263e+01 4.74427986e+00 1.00555058e+01 1.47358665e+01
 1.04823666e+01 2.22439480e+00 1.35145378e+01 5.21648788e+00
 5.86671829e-01 4.36439362e+01 1.70414066e+00 3.80963707e+00]",11.289173126220703,0.0,37.517093658447266,10.79963493347168,-0.16928432881832123,[1.2319993],[0.20901772],[1.07664],0.3333333134651184,-44.51956558227539,-16.059560775756836,-149.19906616210938
